tract_geoid,med_hh_inc,med_value,med_rent,poverty,ba_share,renter_share,vacancy,seasonal_share,mainland_share,pop
72035260400,16477.0,71800.0,350.0,0.43669,0.10193,0.2846,0.08972,0.02793,0.02877,4762
72035260500,23750.0,108200.0,395.0,0.37312,0.22647,0.35448,0.13518,0.0181,0.02789,5092
72035260600,10450.0,84200.0,282.0,0.66278,0.10776,0.5121,0.16593,0.04858,0.07909,3692
72035260700,11447.0,66800.0,456.0,0.57984,0.1071,0.37681,0.23333,0.02963,0.03409,2699
72035260800,21250.0,125300.0,563.0,0.34959,0.23007,0.15984,0.05937,0.0,0.05877,3301
72035260901,35652.0,169600.0,641.0,0.17726,0.36625,0.19465,0.06228,0.03028,0.06562,3490
72035260902,12517.0,66600.0,509.0,0.54373,0.08467,0.18839,0.19248,0.1325,0.02367,4605
72037160201,22907.0,95000.0,388.0,0.41858,0.2778,0.19186,0.38834,0.24893,0.11728,5636
72037160202,16141.0,116500.0,432.0,0.49454,0.18247,0.22664,0.18528,0.01015,0.09502,3957
72037160400,16038.0,96500.0,317.0,0.39463,0.17615,0.20486,0.20586,0.04008,0.06816,4900
72037990000,,,,,,,,,,0
72039955600,12968.0,93700.0,319.0,0.62737,0.15097,0.20659,0.19857,0.03575,0.02141,4530
72039955700,11453.0,94300.0,243.0,0.59549,0.12531,0.49198,0.18755,0.00797,0.02642,3671
72039955800,15300.0,97900.0,327.0,0.53349,0.09671,0.23799,0.1338,0.0337,0.04727,5987
72039955900,14281.0,93400.0,405.0,0.62082,0.1044,0.18098,0.14709,0.0345,0.05063,4879
72041240101,42618.0,138700.0,462.0,0.24705,0.40833,0.13506,0.11195,0.04516,0.06272,6393
72041240102,25339.0,112400.0,446.0,0.32416,0.1953,0.22274,0.09983,0.02768,0.02097,3768
72041240201,22776.0,86400.0,474.0,0.3715,0.19196,0.19828,0.10168,0.02314,0.04849,4393
72041240202,15607.0,85200.0,485.0,0.52474,0.10839,0.32062,0.13932,0.03765,0.06148,5221
72041240300,24057.0,114200.0,625.0,0.32136,0.24514,0.1351,0.06161,0.01777,0.05797,2208
72041240401,24010.0,126900.0,417.0,0.34233,0.17408,0.22753,0.0776,0.02116,0.07714,5004
72041240402,19375.0,124800.0,563.0,0.50225,0.27653,0.26402,0.13263,0.03271,0.02407,3116
72041240500,13125.0,87600.0,478.0,0.53843,0.10224,0.48407,0.13642,0.01464,0.04697,4450
72041240601,17043.0,92600.0,473.0,0.50444,0.1147,0.32436,0.07753,0.0321,0.04771,4968
72041240602,17808.0,97200.0,504.0,0.4445,0.14237,0.26717,0.08747,0.02893,0.0507,4083
72043953900,14356.0,62200.0,255.0,0.51228,0.11955,0.07185,0.19143,0.06952,0.03731,2761
72043954000,13906.0,73100.0,406.0,0.61475,0.1422,0.12637,0.11484,0.07084,0.04322,3748
72043954100,8644.0,70600.0,335.0,0.7369,0.10631,0.37217,0.11461,0.01528,0.02185,2655
72043954200,19880.0,96000.0,256.0,0.47757,0.23965,0.28703,0.07063,0.02564,0.04099,6831
72043954300,9400.0,57200.0,340.0,0.68311,0.12387,0.21913,0.22567,0.08872,0.03143,2291
72043954400,14966.0,71100.0,373.0,0.38899,0.08133,0.18231,0.07444,0.0,0.04717,2247
72043954500,13247.0,71200.0,426.0,0.62654,0.10484,0.15664,0.10743,0.03826,0.05452,7704
72043954600,19450.0,74700.0,499.0,0.51392,0.16001,0.14185,0.12961,0.05651,0.04982,4797
72043954700,20044.0,105500.0,421.0,0.43532,0.27275,0.22207,0.04856,0.02537,0.0296,7195
72045951700,14756.0,75500.0,380.0,0.49192,0.11694,0.29097,0.16415,0.01992,0.01856,4473
72045951800,14344.0,83600.0,355.0,0.46796,0.16286,0.25171,0.08368,0.02667,0.01221,5650
72045951900,10781.0,81000.0,282.0,0.68603,0.11939,0.36426,0.24516,0.04024,0.02729,3408
72045952000,10857.0,88500.0,262.0,0.7265,0.09889,0.43408,0.09561,0.0,0.01795,2340
72045952100,11659.0,80000.0,425.0,0.56382,0.07636,0.24053,0.14049,0.02856,0.01795,4902
72047530100,16401.0,93800.0,440.0,0.47615,0.22162,0.22383,0.14526,0.0,0.02962,3207
72047530200,15060.0,91100.0,424.0,0.49499,0.17923,0.16785,0.12513,0.03309,0.03996,5580
72047530300,11596.0,84200.0,332.0,0.64991,0.14777,0.44692,0.16061,0.00851,0.02838,4933
72047530400,13891.0,91600.0,416.0,0.49572,0.17553,0.22638,0.14187,0.05966,0.02551,6704
72047530500,18704.0,88700.0,407.0,0.49027,0.1148,0.25588,0.0693,0.01035,0.0258,8683
72047530600,10914.0,78800.0,297.0,0.6427,0.13314,0.20464,0.12434,0.01666,0.02108,8205
72049950500,19868.0,117900.0,385.0,0.40691,0.14597,0.20847,0.46751,0.29603,0.13203,1939
72049990501,,,,,,,,,,0
72051540100,17162.0,98700.0,615.0,0.46241,0.0934,0.20538,0.24082,0.05878,0.04291,2820
72051540200,42727.0,280200.0,621.0,0.17683,0.441,0.20677,0.45436,0.35624,0.10873,4479
72051540300,18533.0,101800.0,535.0,0.49239,0.12922,0.21239,0.07755,0.0,0.02734,3146
72051540402,43553.0,215800.0,664.0,0.20428,0.3839,0.12112,0.11203,0.0555,0.09022,8612
72051540500,22385.0,113100.0,592.0,0.36565,0.22569,0.11151,0.11151,0.04051,0.05303,6902
72051540600,17308.0,109200.0,394.0,0.43268,0.14903,0.15658,0.13292,0.04164,0.02875,4731
72051540700,21632.0,126300.0,918.0,0.37607,0.22487,0.13029,0.11926,0.01242,0.03342,6941
72051990021,,,,,,,,,,0
72053150102,22792.0,114900.0,590.0,0.34169,0.21575,0.19256,0.12869,0.0,0.09467,2778
72053150106,20449.0,106500.0,485.0,0.40215,0.21384,0.2397,0.41016,0.29308,0.09093,4586
72053150200,27938.0,104400.0,395.0,0.227,0.24787,0.18481,0.25992,0.08347,0.11251,5164
72053150301,15504.0,95700.0,276.0,0.57963,0.15347,0.39815,0.17285,0.02617,0.06097,4527
72053150302,12332.0,109200.0,407.0,0.55987,0.16656,0.36909,0.18776,0.0,0.04197,2192
72053150400,18139.0,108900.0,424.0,0.5042,0.22262,0.35802,0.40161,0.27948,0.06226,4883
72053150500,12391.0,82700.0,426.0,0.51359,0.10549,0.24423,0.23397,0.0,0.08997,4924
72053150601,19556.0,83800.0,432.0,0.46679,0.16045,0.23659,0.0758,0.01846,0.04161,2740
72053150602,26319.0,118200.0,807.0,0.29757,0.25739,0.2037,0.21953,0.10039,0.11117,6081
72053990103,,,,,,,,,,0
72054580100,13967.0,100500.0,380.0,0.53905,0.1415,0.2102,0.16032,0.0176,0.05884,5523
72054580200,17333.0,110400.0,433.0,0.48871,0.10951,0.23297,0.16433,0.0315,0.03373,7174
72055960900,12813.0,76600.0,336.0,0.65755,0.13972,0.2262,0.2302,0.03492,0.03295,5402
72055961000,10576.0,72300.0,393.0,0.57691,0.13456,0.22057,0.27549,0.02549,0.04481,2321
72055961100,15133.0,83200.0,453.0,0.63974,0.15438,0.27076,0.18477,0.03738,0.05083,3659
72055961200,10093.0,68500.0,284.0,0.74082,0.07755,0.43345,0.23399,0.05621,0.07133,1416
72055961300,8883.0,87600.0,217.0,0.71435,0.17846,0.57583,0.2385,0.0,0.06899,2377
72055961400,12674.0,57600.0,377.0,0.54774,0.1028,0.30501,0.246,0.03089,0.01694,1948
72055961500,12664.0,70400.0,289.0,0.58807,0.16443,0.29585,0.46022,0.17207,0.02407,2867
72055990000,,,,,,,,,,0
72057270100,17394.0,75500.0,345.0,0.40564,0.15762,0.2091,0.18296,0.08438,0.05935,6790
72057270201,14959.0,87100.0,461.0,0.45533,0.17035,0.30159,0.16929,0.06465,0.05123,5641
72057270202,11618.0,52700.0,401.0,0.69826,0.09767,0.18182,0.27799,0.07046,0.06174,2462
72057270300,26171.0,96400.0,572.0,0.34327,0.2679,0.16575,0.17249,0.01746,0.08681,6543
72057270400,13817.0,77700.0,318.0,0.51788,0.22585,0.46637,0.2847,0.03864,0.07195,2321
72057270500,21930.0,104800.0,509.0,0.30591,0.34184,0.23627,0.13652,0.00964,0.0803,6675
72057270600,12913.0,75400.0,280.0,0.6056,0.15177,0.48342,0.21799,0.05077,0.07345,3717
72057270700,15611.0,72400.0,475.0,0.56904,0.11025,0.17059,0.18549,0.05613,0.07081,3841
72057270800,15625.0,91300.0,267.0,0.52878,0.17778,0.33876,0.1192,0.04527,0.04673,7426
72057992600,,,,,,,,,,0
72059740101,10449.0,49700.0,358.0,0.63666,0.18714,0.24944,0.2151,0.0,0.01714,3033
72059740102,15662.0,79600.0,412.0,0.56169,0.16593,0.19117,0.19596,0.0545,0.04262,4786
72059740200,13992.0,78700.0,242.0,0.53749,0.11878,0.23184,0.16199,0.02435,0.03893,5317
72059740300,17600.0,98100.0,260.0,0.42735,0.2266,0.22607,0.15672,0.01018,0.02911,3744
72059740400,13379.0,61500.0,323.0,0.5789,0.11806,0.19787,0.19384,0.02272,0.0329,5106
72059990001,,,,,,,,,,0
72061040101,11155.0,82500.0,433.0,0.59569,0.07977,0.37155,0.06302,0.00826,0.06625,2566
72061040102,14485.0,85800.0,490.0,0.59663,0.09402,0.32616,0.13501,0.0,0.03854,3036
72061040103,15575.0,86900.0,259.0,0.52151,0.06741,0.42914,0.12617,0.01869,0.04836,2109
72061040200,48370.0,248300.0,830.0,0.13002,0.532,0.19603,0.09894,0.01789,0.07598,4093
72061040301,46890.0,241300.0,868.0,0.05431,0.73433,0.12592,0.08705,0.01674,0.08855,1694
72061040302,35152.0,194500.0,876.0,0.18409,0.60783,0.25914,0.10881,0.01184,0.03157,2439
72061040303,52669.0,239300.0,938.0,0.06284,0.63262,0.15443,0.17402,0.02441,0.05092,2180
72061040304,70676.0,363800.0,1202.0,0.10858,0.64707,0.13054,0.07124,0.01726,0.04449,6226
72061040411,38056.0,407800.0,370.0,0.34072,0.55831,0.30251,0.08512,0.00836,0.05064,5036
72061040412,71042.0,306100.0,1098.0,0.07524,0.68417,0.09621,0.08777,0.0,0.06426,1774
72061040422,26307.0,170300.0,288.0,0.34614,0.33364,0.29673,0.07473,0.01259,0.0184,4457
72061040432,37917.0,199300.0,876.0,0.14089,0.41537,0.22694,0.06351,0.00677,0.0426,3052
72061040442,35455.0,211400.0,338.0,0.2238,0.44303,0.28868,0.18587,0.0041,0.04085,3941
72061040443,41047.0,188500.0,958.0,0.23053,0.53838,0.22457,0.0834,0.01179,0.05412,8795
72061040446,43425.0,218000.0,698.0,0.20492,0.50251,0.15906,0.12996,0.00401,0.03497,5919
72061040500,32394.0,203400.0,365.0,0.33203,0.43076,0.34983,0.19892,0.01075,0.04329,3072
72061040601,22355.0,166200.0,439.0,0.4042,0.2047,0.32367,0.09365,0.0,0.01457,5766
72061040604,70088.0,291400.0,804.0,0.1037,0.58222,0.06963,0.04899,0.0,0.0365,10055
72061040702,21865.0,144000.0,604.0,0.33062,0.19069,0.30565,0.10434,0.01446,0.01842,7710
72061040800,13430.0,126900.0,358.0,0.54352,0.06905,0.17652,0.14296,0.01874,0.03147,3908
72061040900,20038.0,111300.0,402.0,0.43598,0.13852,0.33142,0.08948,0.0,0.00905,4422
72061041000,20735.0,158100.0,326.0,0.41699,0.11099,0.43403,0.16602,0.01448,0.00508,2559
72061041100,23966.0,155600.0,455.0,0.31112,0.25138,0.18732,0.09499,0.0277,0.04132,4066
72063210100,21314.0,139200.0,385.0,0.49974,0.12979,0.22601,0.20642,0.05916,0.04745,3920
72063210201,15800.0,93400.0,,0.47065,0.14657,0.17577,0.21024,0.04043,0.02664,2027
72063210204,23246.0,125500.0,554.0,0.42314,0.17714,0.09637,0.11976,0.01896,0.06526,10052
72063210300,14365.0,85800.0,354.0,0.6124,0.07499,0.33567,0.36598,0.00534,0.06279,2771
72063210400,19134.0,98100.0,281.0,0.4421,0.14277,0.2483,0.13149,0.01052,0.05252,4741
72063210503,34104.0,128700.0,707.0,0.09435,0.44955,0.10705,0.06917,0.0,0.0494,2247
72063210504,24960.0,120700.0,445.0,0.32516,0.22193,0.13054,0.16604,0.01513,0.05205,6609
72063210505,54947.0,248900.0,559.0,0.12344,0.57308,0.11212,0.07769,0.0,0.06065,11706
72065310100,20210.0,104200.0,286.0,0.42358,0.26658,0.25538,0.1787,0.03285,0.09152,7321
72065310200,15061.0,105800.0,219.0,0.50164,0.21305,0.32961,0.09707,0.02015,0.0949,6702
72065310300,16350.0,98100.0,425.0,0.49102,0.2076,0.26473,0.13948,0.03593,0.06028,6204
72065310400,16357.0,89700.0,447.0,0.46107,0.19278,0.20342,0.10367,0.01067,0.04816,8285
72065310500,13697.0,86100.0,495.0,0.56811,0.11534,0.20365,0.16635,0.01104,0.06605,7191
72065310600,16409.0,92600.0,478.0,0.56634,0.12347,0.21459,0.2066,0.04639,0.08785,5942
72065990016,,,,,,,,,,0
72067820101,17857.0,84300.0,343.0,0.35886,0.17828,0.27832,0.16568,0.0,0.03269,7220
72067820300,24306.0,97800.0,452.0,0.19007,0.32054,0.25905,0.10128,0.00733,0.05326,5332
72067820400,16447.0,87900.0,394.0,0.5036,0.09482,0.35139,0.16667,0.01389,0.03285,2222
72067820500,24621.0,104100.0,546.0,0.29113,0.21938,0.23918,0.16883,0.01399,0.08897,2439
72069180100,17102.0,92200.0,493.0,0.45312,0.12218,0.16744,0.23221,0.07696,0.04524,5194
72069180201,20179.0,94900.0,308.0,0.43757,0.1374,0.14016,0.18863,0.00903,0.0842,2779
72069180202,16901.0,92000.0,441.0,0.5362,0.1263,0.17401,0.19641,0.00966,0.05431,5966
72069180301,17778.0,124100.0,484.0,0.45564,0.11612,0.13484,0.17932,0.01777,0.08259,3160
72069180302,15773.0,89000.0,342.0,0.49238,0.11481,0.25592,0.09444,0.01564,0.07102,4872
72069180400,19069.0,104300.0,356.0,0.42658,0.21138,0.17516,0.12168,0.00653,0.03579,5755
72069180500,27551.0,121200.0,438.0,0.37286,0.2593,0.16335,0.12701,0.02897,0.05688,6206
72069180600,12541.0,103600.0,290.0,0.49768,0.13995,0.48894,0.23437,0.01654,0.05836,5209
72069180700,14620.0,110200.0,459.0,0.54664,0.20179,0.36671,0.14618,0.02681,0.06112,4974
72069180800,17927.0,107500.0,585.0,0.4353,0.14054,0.14907,0.15586,0.04957,0.04499,5868
72069180901,16182.0,121800.0,1041.0,0.5171,0.12666,0.25661,0.21871,0.06015,0.0626,4329
72069180903,36753.0,176500.0,392.0,0.25237,0.32617,0.10625,0.63584,0.51345,0.08261,4612
72069991800,,,,,,,,,,0
72071410100,12145.0,107900.0,400.0,0.62141,0.11381,0.35109,0.16746,0.03013,0.07082,6142
72071410200,12446.0,98200.0,381.0,0.60633,0.11352,0.29962,0.2283,0.00729,0.05904,3252
72071410300,17224.0,94300.0,458.0,0.39696,0.24364,0.36094,0.27052,0.02364,0.06167,3227
72071410401,12136.0,132300.0,323.0,0.6551,0.14633,0.29306,0.3016,0.11802,0.11718,3550
72071410403,14614.0,101100.0,425.0,0.58274,0.17191,0.37034,0.1399,0.01469,0.07784,8376
72071410500,14753.0,102100.0,390.0,0.46856,0.23711,0.32064,0.1919,0.02874,0.08136,5752
72071410600,10904.0,89200.0,381.0,0.6306,0.08124,0.35873,0.17107,0.01343,0.07943,5502
72071410701,13013.0,94600.0,429.0,0.63419,0.18288,0.44995,0.13246,0.02807,0.07407,3321
72071410703,11903.0,95300.0,361.0,0.6504,0.16625,0.36244,0.1666,0.01683,0.10215,6559
72071990000,,,,,,,,,,0
72073956200,19120.0,94100.0,381.0,0.4867,0.16574,0.22637,0.15537,0.05093,0.04043,7296
72073956304,14780.0,102900.0,291.0,0.5727,0.18556,0.35185,0.15344,0.01615,0.0414,6087
72073956305,10772.0,79600.0,335.0,0.61493,0.1296,0.4776,0.16283,0.0,0.04997,3482
72075710102,16862.0,94500.0,478.0,0.5864,0.18962,0.26585,0.11111,0.02873,0.05077,5554
72075710200,11342.0,94900.0,414.0,0.67418,0.07933,0.19322,0.13651,0.01412,0.0424,5826
72075710301,22735.0,112800.0,344.0,0.40838,0.24498,0.16092,0.05508,0.04655,0.0402,4503
72075710302,26981.0,103600.0,329.0,0.28775,0.33636,0.20467,0.15861,0.03776,0.04466,3583
72075710400,10313.0,90300.0,289.0,0.64397,0.15554,0.47588,0.11564,0.01327,0.04466,2530
72075710500,16458.0,114100.0,427.0,0.49125,0.16,0.40974,0.14558,0.026,0.01661,1445
72075710600,22034.0,100000.0,446.0,0.37599,0.26059,0.29045,0.15043,0.02814,0.02672,2283
72075710700,13472.0,82700.0,364.0,0.53901,0.14641,0.21044,0.14979,0.043,0.03723,2256
72075710800,18674.0,99200.0,437.0,0.43542,0.22401,0.2592,0.12101,0.03679,0.0326,6381
72075710901,15009.0,86700.0,364.0,0.55031,0.09316,0.17413,0.10755,0.03266,0.05432,5357
72075710902,19529.0,98700.0,519.0,0.5035,0.18991,0.15007,0.13381,0.04588,0.03246,6777
72075711002,14704.0,79200.0,399.0,0.53879,0.09353,0.27975,0.1899,0.0436,0.07315,4525
72075990001,,,,,,,,,,0
72077500100,18029.0,94700.0,525.0,0.4988,0.13649,0.16955,0.13725,0.0,0.02608,7706
72077500200,21596.0,126000.0,408.0,0.37716,0.24031,0.27927,0.19875,0.0,0.03751,6931
72077500302,15230.0,102900.0,462.0,0.53371,0.18285,0.299,0.11151,0.03643,0.02896,5939
72077500303,20011.0,111900.0,443.0,0.3785,0.12787,0.1953,0.11256,0.00559,0.02766,8242
72077500401,13939.0,128000.0,135.0,0.61141,0.18889,0.32443,0.20254,0.00634,0.01738,6099
72077500402,17500.0,96600.0,609.0,0.47746,0.16984,0.1988,0.18716,0.01741,0.02728,4912
72079850101,15785.0,82400.0,413.0,0.60843,0.08925,0.27219,0.24351,0.07341,0.06954,2919
72079850102,13834.0,90100.0,569.0,0.53053,0.16491,0.28808,0.21541,0.04829,0.0413,6634
72079850200,14784.0,98300.0,343.0,0.57212,0.18828,0.48316,0.15425,0.02515,0.05434,5539
72079850300,14213.0,85200.0,390.0,0.5378,0.11303,0.23905,0.25254,0.03936,0.07425,5145
72079850400,14466.0,87400.0,450.0,0.61461,0.11163,0.28086,0.37537,0.21006,0.05674,5763
72079991100,,,,,,,,,,0
72081957700,11455.0,96700.0,464.0,0.64725,0.12989,0.35183,0.14269,0.03552,0.01969,4571
72081957800,11282.0,85500.0,406.0,0.63036,0.11768,0.25069,0.13767,0.01815,0.04837,6450
72081957900,13000.0,94200.0,430.0,0.54207,0.13657,0.21205,0.13557,0.01952,0.05402,5054
72081958001,16792.0,94400.0,334.0,0.48627,0.22321,0.35595,0.08577,0.0219,0.05538,4370
72081958100,8088.0,101200.0,393.0,0.5755,0.15394,0.38303,0.18105,0.04632,0.02122,2262
72081958200,13146.0,94700.0,372.0,0.60746,0.16956,0.31255,0.17545,0.05206,0.02822,4110
72081958300,11138.0,90000.0,386.0,0.6982,0.09951,0.35065,0.21791,0.05171,0.00442,2717
