mail_address,parcels,value,n_entities,entities
PO BOX 498 PR 00622 0498,8,9988492,3,BOHO BEACH CLUB INC | BOHO BEACH CLUB LLC | LA JOYA DE LAS PERRAS LLC
PO BOX 1330 PR PUERTO RICO 00739 1330,8,4333330,2,COSSMA INC | GLOBAL PROPERTIES IN
PO BOX 3891 PR PUERTO RICO 00970,8,26272833,5,ANASCO PLAZA LLC | CAOBA INVESTMENTS L | KRUG PROPERTY LLC | SENEL INC | TENS DEVELOPMENT S E
URB PANORAMA VLG 100 VISTA DEL MORRO PR USA 00957 4400,8,4345000,3,MATRIX PROPERTIES | MATRIX PROPERTIES LLC | NICAMI REALTY CORP
STE 2 URB LEVITOWN LAKES 3008 CALLE MARGINAL W PR ESTADOS UNIDOS 00949 3000,8,272500,6,FOUR A INVEST LLC | FOUR A INVESTMENT LL | FOUR A INVESTMENT LLC | FOUR A INVESTMENTS | FOUR A INVESTMENTS L | FOUR A INVESTMENTS LLC
PO BOX 171 PR 00705 0171,8,457800,2,AJCE LLC | JBDR LLC
URB SANTA MARIA A2 CALLE SANTA ELVIRA PR 00949 3961,8,601112,2,VEGA ROBLES INVESTMENT GROUP LLC | VEGA ROBLES INVESTMENTO GROUP LLC
PO BOX 817 PR ESTADOS UNIDOS 00794 0817,8,944800,2,FUENTES PROP ERTY INC | FUENTES PROPERTY INC
HC 56 BOX 5108 PR 00602,8,934500,4,DE GRAFFO MANAGEMENT CORP | GRAFFO MANAGEMENT CORP | GRAFFO MANAGEMENT INC | GRAFO MANAGEMENT CORP
MANSIONES MONTE SERENO 22 CALLE 3 PR 00754 3202,8,308000,2,JORGE EL SANTERO INC | MEDIAVILLA TRAVEL SERVICES INC
URB VILLA MATILDE A4 CALLE 1 PR 00953,8,1022168,3,AGA INVESMENT LLC | AGA INVESTMENT LLC | AGA INVESTMENTS LLC
STE 300 117 CALLE ELEONOR ROOSEVELT PR PUERTO RICO 00918 3117,8,353000,3,CIP INVESTMENT | CIP INVESTMENT INC | CIP INVESTMENTS INC
HC 56 BOX 4958 PR PUERTO RICO 00602 8668,8,140000,4,PABON GROUP ASC INC | PABON GROUP ASOC | PABON GROUP ASOC INC | PABON GROUP ASOCIADO
PASEO LOS ROBLES 1301 CALLE RAMON E RAMIREZ QUILES PR 00682 7789,8,1520000,2,AVENTUS LLC | SOLARIEGA INC
URBANIZACION MANSIONES 3021 CALLE IBIZA PR 00623 8962,8,1355000,4,GONZALEZ INVESMENT LLC | GONZALEZ INVESTMENT | GONZALEZ INVESTMENT LLC | GONZALEZ INVESTMENTS LLC
PO BOX 879 PR 00692,8,841029,4,CHURCH OF GOD MISSION BOARD INC | IGLESIA DE DIOS MISION BOARD INC | IGLESIA DE DIOS MISSION BOARD INC | LA IGLESIA DE DIOS MISSION BOARD INC
PO BOX 3177 PR PUERTO RICO 00960 3177,8,36216163,3,OSWACO INVESTMENT | OSWACO INVESTMENT IN | OSWACO IVESTMENT INC
PO BOX 1616 PR 00960 1616,8,1167250,3,UTOPIA INVESTMENT CO | UTOPIA INVESTMENTS | UTOPIA INVESTMENTS CORP
PO BOX 362708 PR US 00936,8,2341509,6,BANCO POPULAR DE PR | BANCO POPULAR PR | U S BANK NATIONAL | U S BANK NATIONAL ASSOCIATION | US BANK NATIONAL | US BANK NATIONAL ASS
252 CALLE MUNOZ RIVERA PR 00738,8,474910,2,FR ENTERPRISES LLC | FR ENTREPRICES LLC
555 CALLE MONSERRATE COND COSMOPOLITAN APT 201 PR PUERTO RICO 00907,8,3179000,2,ENDOMED REALTY GROUP | ENDOMED REALTY GROUP LLC
PO BOX 3873 PR 00984 3873,8,2637000,3,FULL POWER REALTY LL | FULL POWER REALTY LLC | FULL POWER REALY LLC
PO BOX 1101 PR 00674 1101,8,1199000,7,LAURA PROPETIES LLC | LURO PROPERTIES | LURO PROPERTIES LLC | LURO PROPETIES LLC | ROCI INVESTMENT LLC | ROCI INVESTMENT UC | ROCI INVESTMENTS LLC
265 W ENID DR FL ESTADOS UNIDOS 33149 2004,8,425500,2,ANKAR INVESTMENT LLC | ANKAR INVESTMENTS LL
PO BOX 13487 PR PR 00908 2487,8,4805000,2,AMAZONA INVESMENT LLC | AMAZONA INVESTMENT LLC
EL COMAMDANTE 10091 AVE SAN MARCOS PR PUERTO RICO 00982 3302,8,3164000,4,MC PROPERTY HOLDING | MC PROPERTY HOLDING LLC | MC PROPERTY HOLDINGS | MC PROPERTY HOLDINS LLC
PO BOX 195577 PR PUERTO RICO 00919 5577,8,2997860,3,R B PROPERTIES CORP | RB PROPERTIES CORP | RB PROPERTY CORP
ALTURAS DE SAN PATRICIO 25 CALLE BELEN PR 00968 3123,8,933250,3,JAVA INVESTIMENT LLC | JAVA INVESTMENT LLC | JOVA INVESMENTS LLC
CALLE O NEILL G 8 PUERTO RICO ESTADOS UNIDOS 00918,8,3515000,6,CALLE GUAYAMA 136 LLC | CAPARRA TERRACE 35 LLC | DE DIEGO 64 LLC | PALMA COROZO 48 LLC | PD 1072 LLC | POINT LAGOON 1212 LLC
SUITE 1727 5151 COLLINS AVENUE PR PUERTO RICO 33140,8,3369612,3,MIRAMAR PLZ LLC | MR MIRAMAR PLZ LLC | MR PLAZA U LLC
PMB 185 SC 1353 AVE LUIS VIGOREAUX PR ESTADOS UNIDOS 00966,8,1827500,2,JMJ HOLDING LLC | JMJ HOLDINGS LLC
URB ROSALEDA I EB27 BLVD DAVID CORDOVA TORRECH PR 00949 4727,8,670517,3,EU BUSINESS CORP | EV BUSINESS CORP | EV BUSSINES CORP
BARRIO BUENA VISTA CARR 167 KM 14 9 PR 00646,8,1248000,5,BLUE OCEAN INVESTMENT LLAC | BLUE OCEAN INVESTMENT LLC | BLUE OCEAN INVESTMENTS | BLUE OCEAN INVESTMENTS LLC | BLUE OCEAN INVESTMENTS LLC TMENTS
PO BOX 540 PR 00627 0540,8,2317504,6,COOP AHORRO Y CREDIT | COOPERATIVA A C CAMUY | COOPERATIVA A C DE CAMUY | COOPERATIVA AHORRO Y CREDITO CAMUY | COOPERATIVA DE AHORR | COOPERATIVA DE AHORRO Y CR DITO DE CAMUY CAMUY COOPERATIVA
PO BOX 9192 PR ESTADOS UNIDOS 00908 9192,8,840500,4,BETCAR HELDING CORP | BETCAR HOLDING | BETCAR HOLDING CORP | BETLAR HOLDING CORP
1479 AVE ASHFORD APT 1518 CONDADO DEL MAR PR 00907,8,825000,3,JVI HOLDINGS | JVI HOLDINGS LLC | NEW CLUB BOCACCIO ENTERPRISES INC
PO BOX 19018 PR PUERTO RICO 00910,8,212750,2,CAPSTONE HOLDINGS | FJ 1006 LLC
202 CALLE FEDERICO COSTA PR 00918 1321,8,6798072,2,GPJ II INVESTMENT LLC | RF INVESTMENTS LLC
PO BOX 69001 PMB 223 PR 00659 6901,8,1072768,3,DMC PORPERTIES CORP | DMC PROPERTIES CORP | DMC PROPERTIES INC
COBIANS PLAZA BLDG 1607 PONCE DE LEON AVE SUITE LM 11 PR 00909,8,750000,2,WHITE STAR SERIES 1 LLC | WHITE STAR SERIES LLC
258 CALLE SAN JORGE PR ESTADOS UNIDOS 00912,8,11040000,4,THE SAN JORGE HOSPITAL INC | THE SAN JORGE HOSPTAL INC | THE SAN JORGE HOSPTIAL INC | THE SAN JUAN JORGE HOSPITAL INC
COND PLAZA 20 603 AVE HIPODROMO PR PUERTO RICO 00909,8,1264284,3,MRD OFFICE 1 INC | MRD OFFICE I INC | MRD OFFICE INC
OFICINA 322 PR PUERTO RICO 00907 3817,8,32395805,3,R G ENGEINEERING INC | R G ENGENEERING INC | R G ENGINEERING INC
COND SAN ALBERTO 605 AVE CONDADO STE 307 PR PUERTO RICO 00907 3811,8,155000,2,COOP DE AHORRO Y CRD | COOP DE AHORRO Y CRE
PO BOX 392 PR 00765,7,1920000,2,HOTEL CARMEN LLC | HOTEL DEL CARMEN LLC
G1 CALLE 6 PR US 00738 4145,7,1438931,7,COOP A C ROOSEVELT | COOP A C ROOSEVELT R | COOP A C ROOSEVELT ROADS | COOP A R ROOSEVELT | COOP AHORRO Y CREDIT | COOP ROOSVELT ROADS | COOPERATIVA AHORRO Y
PO BOX 341 PR ESTADOS UNIDOS 00794 0341,7,605655,3,H S REALTY INC | HS REALTY | HS REALTY INC
HC 2 BOX 10337 PR 00698 9674,7,612900,4,E T INVESTMENT CORP | FC RM INVESTMENTS CORP | FC7RM INVESTMENT CORP | TROD INVESTMENT CORP
PO BOX 79232 PR PUERTO RICO 00984 9232,7,765000,2,ASAMA INC | PSI INVESTMENT GROUP
PO BOX 7288 PR 00726 7288,7,361500,3,IGL DE DIOS INC | IGLESIA DE DIOS INC | LA IGLESIA DE DIOS INC
PO BOX 190788 PR 00919 0788,7,3745500,4,INMOBILARIA RGA CORP | INMOBILIARIA RGA CORP | INMOBILIRIA R G A CORP | INMOBLIARIA RGA INC
3144 WINTON RD S NY 14623 2981,7,706500,5,MMGI PRCR LLC | MWPR CR LLC | NLT SERVICING LLC | NWPR CR LLC | NWPR LLC
PO BOX 51529 PR 00950 1529,7,2790000,3,P R C V M INC | PRCUM INC | PRNCUM INC
PO BOX 2399 PR 00951 2399,7,23030000,5,CAGUAS GOLF CLUB LLC | GENT PALMAS LLC | NED GUYAMA LLC | OCEANVIEW OSJ LLC | PR FIVE VEGA ALTA LLC
PO BOX 886 PR PUERTO RICO 00778 0886,7,733000,3,CLOSING CONTRACTOR LLC | CLOUSING CONTRATOR LLC | P A PROPERTIES LLC
PO BOX 71529 PR PUERTO RICO 00936 8629,7,1674736,2,DORAL BANK | DORAL BANK P C
PMB 167 130 AVE WINSTON CHURCHILL PR PUERTO RICO 00926,7,495575,3,INVERSIONES EL SETO | LENDING ADVISOR INC | LENDING ADVISORS INC
URB MORELL CAMPOS 17 CALLE AUSENCIA PR PUERTO RICO 00730 2797,7,820000,2,H G LLC | HG LLC
EDIFICIO FIRST BANK OFIC 705 1519 AVE PONCE DE LEON PR 00909,7,2006270,3,SOCIEDAD DE DESAROLLO HUMANO LLC | SOCIEDAD DE DESARROLLO HUMANO LLC | SOCIEDAD DESARROLLO HUMANO LLC
PO BOX 8420 PR 00732 8420,7,15688750,3,DC VALLE TANIA LLC | LODGING LLC | SOUTHWEST BUILDERS LLC
PO BOX 3590 PR 00667 3590,7,4500250,3,VAM INVESMENT LLC | VAM INVESTMENT LLC | VAM INVESTMENTS LLC
69 AVE SANTOS ORTIZ PR ESTADOS UNIDOS 00623,7,2359632,2,PR FARM CORP | RR FARM CORP
URB LA RAMBLA 1812 CALLE COVADONGA PR 00730 4077,7,1600510,2,MS PR HOLDING LLC | MS PR HOLDINGS LLC
HC 6 BOX 10397 PR PUERTO RICO 00795 9616,7,1122160,2,RM PROPERTIES | RM PROPERTIES LLC
PO BOX 276 PR 00715 0276,7,2338000,2,LITANI GROUP LLC | LITANIGROUP LLC
URB MANSIONES EN PASEO DE REYES B9 CALLE REY LUIS PR 00795,7,1101000,3,KARVA INTERNATIONAL LLC | KARVA INVESTMENT | KARVA INVESTMENT LLC
PO BOX 7305 PR 00732 7305,7,732134,2,M V PROPERTIES INC | MV PROPERTIES INC
75 CALLE CRISTINA PR ESTADOS UNIDOS 00730 3753,7,3191233,3,PRIME HOLDING ILL | PRIME HOLDING LLC | PRIME HOLDINGS LLC
PO BOX 126 PR 00681 0126,7,768246,2,DORADO INC PORTAL | PORTAL DORADO INC
PO BOX 686 PR 00794,7,1606250,6,COOP A C DE BARRANQU | COOP AHORRO Y CREDIT | COOPERATIVA AC BARRANQUITAS | COOPERATIVA DE AHORRO Y CR DITO DE BARRANQUITAS CREDICENTRO COOP | COOPERATIVA DE AHORRO Y CREDITO DE BARRANQUITAS | COOPERATIVA DE AHORRO Y CREDITO DE BARRANQUITAS CREDICENTRO COOP
PO BOX 11138 PR 00910 2238,7,3356000,2,FG INVESMENT LLC | FG INVESTMENT LLC
URB PARAISO MAYAGUEZ 95 CALLE COMPRENSION PR ESTADOS UNIDOS 00682,7,10249900,4,ARIJU APARMENTS LLC | ARIJU APART LLC | ARIJU APARTMENTS LLC | ARIJU APT LLC
HC 03 BOX 7943 PR USA 00794,7,600000,2,BORTHER ELECTRIC GENERAL CONTRACTOR INC | BROTHER ELECTRIC GENERAL CONTRACTOR INC
233 S PATTERSON AVE MO ESTADOS UNIDOS 65802 2298,7,15440650,2,OAP PR LLC | OAP PUERTO RICO LLC
153 CALLE RAMON POWER PR ESTADOS UNIDOS 00901 3220,7,3466000,2,EASTERN CENTER CAPITAL LLC | UNITED CAPITAL GROUP LLC
PO BOX 1439 PR ESTADOS UNIDOS 00795,7,2699757,3,COOPERATIVA DE AHORR | COOPERATIVA DE AHORRO Y CREDITO DE JUANA DIAZ | COOPERATIVA DE JUANA
DEPT 8088 PO BOX 2198 TN UNITED STATES 38101 2198,7,6715001,4,AUTOZONE DE PUERTO RICO INC | AUTOZONE PR INC | AUTOZONE PR LLC | AUTOZONE PUERTO RICO INC
HC 2 BOX 8400 PR PUERTO RICO 00616,7,419720,2,DORAL BANK | DORAL FINANCIAL CORP
PO BOX 688 PR 00681 0688,7,2037500,2,CEBAR DEVELOPMENT INC | ICOM ALONSO INC
PO BOX 79002 PR ESTADOS UNIDOS 00984 9002,7,5610000,3,ARMAS HOTEL LLC | CARIBBEAN WATERFRONT LLC | VACATION VILLAS PUERTO RICO LLC
PO BOX 51513 PR PUERTO RICO 00950 1513,7,2360000,3,C S ENTERPRICES INC | C S ENTERPRISE INC | C S ENTERPRISES INC
URB SANTA MARIA 33 CALLE MIMOSA PR ESTADOS UNIDOS 00927 6702,7,1212000,3,YAMILI PROPERTIES | YAMILI PROPERTIES LL | YAMILI PROPERTIES LLC
PMB 335 35 JUAN C BORBON SUITE 67 PR PUERTO RICO 00919,7,6728490,2,CMJJ CORP | CMJJ INC
PO BOX 372080 PR PUERTO RICO 00737 2080,7,3598000,3,BONAIRE LLC | ELEORA LLC | INVERSIONES JOSELYNM
PO BOX 181 PR PUERTO RICO 00792 0181,7,570276,2,JDR CORP | JDR CORPORATION
4820 PEMBROKE RD FL ESTADOS UNIDOS 33021 8109,7,711075,4,AL VIERA MAGNAMENT SERVICES CORP | CAL VICRA MANAGEMENT SERVICES CORP | CAL VIERA MANAGEMENT CORP | CAL VIERA MANAGEMENT SERVICES CORP
URB SABANERA DEL RIO 373 CAMINO DE LAS ROSAS PR PUERTO RICO 00778 5251,7,871300,4,GCA INVESTMEN INC | GCA INVESTMENT INC | GCA INVESTMENT LLC | GCA INVESTMENTS LLC
43 CALLE BALDORIOTY PR 00739 3426,7,6591337,2,PR ENCO REALTY | PR ENCO REALTY GROUP
PMB 228 425 CARR 693 SUITE 1 PR PUERTO RICO 00646,7,1463800,3,2KD REAITY INC | 2KD REALTY INC | 2KO REALTY INC
FL 50 1251 AVENUE OF THE AMERICAS NY 10020 1122,7,1626308,5,CASCADE FUINDING MORTGAGE TRUST HB2 | CASCADE FUNDING MORTGAGE TRUST | CASCADE FUNDING MORTGAGE TRUST HB 7 | HB2 ALTERNATIVE HOLDINGS LLC | HB2ALTERNATIVE HOLDINGS LLC
PO BOX 6040 PR PUERTO RICO 00681 6040,7,1482517,3,A SUAREZ INV CORP | A SUAREZ INVESTMENT | A SUAREZ INVESTMENT CORP
200 CALLE FERNANDEZ GARCIA PR PUERTO RICO 00773 2218,7,645000,4,TKD PR INVESTMENT LL | TKD PR INVESTMENT LLC | TKD PR INVESTMENTS L | TKD PR INVESTMENTS LLC
PO BOX 4215 PR 00958 1215,7,1800500,3,SIVANAS INVESTMENT LLC | SIVANAS INVESTMENTS LLC | SIVANAS IVESTMENT LLC
PO BOX 1790 PR PUERTO RICO 00952 1790,7,1394000,3,SAN FELIX INVESTMENT | WALA PROPERTIES CORP | WALA PROPERTY CORP
60 WALL STREET PR PUERTO RICO 10005,7,413181,2,REO PROPERTIES CORP | REO PROPERTIES CORPS
HC 4 BOX 47907 PR 00659 8456,7,1829000,2,PAGAN REALTY PROPERTY LLC | PAGAN RENTAL PROPERTY LLC
PO BOX 3450 PR 00681 3450,7,1184000,5,GOMES HOLDENGS INC | GOMEZ HOLDING INC | GOMEZ HOLDINGS INC | GUNET GELPI INC | GUNET INC
HC 3 BOX 7026 PR 00646 9532,7,28594353,2,DORADO MEMORIAL PARK INC | INVERSIONES QUINTANA LLC
LAGUNA GARDENS 7 C LAGUNA GARDENS 7 C PR USA 00979,7,984000,3,NICE REALTY CROUP LL | NICE REALTY GROUP LL | NICE REALTY GROUP LLC
302 CALLE DE SAN FRANCISCO PR ESTADOS UNIDOS 00901 1754,7,957000,5,OCAMPO INVESTEMENT CORP | OCAMPO INVESTEMNET CORP | OCAMPO INVESTMENT CORP | OCAMPO INVESTMENT CORPORATION | OCAMPO INVESTMENTS CORP
RES BAIROA BK1 CALLE GUARIONEX PR 00725 1468,7,1571000,3,ROLDAN DEVELOPMENT | ROLDAN DEVELOPMENT I | ROLDAN DEVELOPMENT INC
CALLE 14 727 BARRIO OBRERO PR ESTADOS UNIDOS 00915,7,764200,4,CINCO ESTRELLAS INVEST CORP | CINCO ESTRELLAS INVESTMENT CORP | CINCO ESTRELLAS INVESTMENTS | CINCO ESTRELLAS INVESTMENTS CORP
PO BOX 190525 PR PUERTO RICO 00919 0525,7,42740000,4,CCVA INC | GURABO FAST FOOD INC | PLAYA 602 INC | SANTA REAL REALTY IN
PO BOX 364908 PR 00936 4908,7,1305812,3,PHALANX CAPITAL SERIES 14 REAL ESTATE LLC | TLC REAL ESTATE LLC | UPLOAD ASSETS RECOVERY LLC
PO BOX 362708 PR 00936 2708,7,650384377,5,BANCO POPULAR DE PUE | BANCO POPULAR DE PUERTO RICO | POPULAR CENTER HO DING LLC | POPULAR CENTER HOLDINGS LLC | WESTERN BANK PR
PO BOX 1178 PR PUERTO RICO 00669,7,5328900,3,SERAL CORP | SERAL INC | SERAL LLC
PO BOX 13099 PR PUERTO RICO 00908 3099,7,13496397,5,C R INVESTMENT SOLUT | CR INVESTMENT SOLUTI | CR INVESTMENT SOLUTIONS INC | CR INVESTMENTS SOLUT | CR INVESTMENTS SOLUTIONS INC
PO BOX 364664 PR ESTADOS UNIDOS 00936 4664,7,3872500,4,J F MONTALVO REALTY | JF MONTALVO REALTY | JF MONTALVO REALTY S | MDMA HOLDINGS LLC
220 CALLE MANUEL DOMENECH UNIT 330 PR PUERTO RICO 00918 3533,7,1837318,2,MASA LLC | MASA LLC BY SASHA
MIRAMAR PLAZA CENTER 954 AVE PONCE DE LEON SUITE 204 PR PUERTO RICO 00907,7,3383859,5,1121 V DEVELOPMENT LLC | 356 SAN OZF LLC | RAD MAN SAN JUAN IV D LLC | VENTURES SANTURCE FO | VIVE PDL OZF LLC
APT 916 354 VIA SANTA CATALINA PR 00969 5379,7,3263867,2,QC INVESTMENT LLC | QC INVESTMENTS LLC
PO BOX 277 PR PUERTO RICO 00960 0277,7,1176500,2,RSA REAL ESTATE LLC | RSAC REAL ESTATE LLC
STE 301 843 CALLE ESTEBAN GONZALEZ PR 00925 2110,7,1540979,2,MERCAN INVESTMENT LL | MERCAN INVESTMENT LLC
PO BOX 363609 PR 00936 3609,7,26235205,4,AIM REALTY LLC | G A M REALTY S C S | GAM REALTY LLC | GAM REALTY SOCIEDAD
PO BOX 195288 PR 00919 5288,7,1161486,2,NAPA VALLEY CORP | NAPA VALLEY DEV INC
PO BOX 29003 PR 00926,7,1231640,2,GUERRERO REALTY | GUERRERO REALTY INC
PO BOX 3628 PR 00984 3628,7,1420000,3,JH REALTY | JH REALTY INC | JH REALTY LLC
268 AVE PONCE DE LEON STE 803 PR PUERTO RICO 00918 2014,7,2467000,4,BESPOKE LIFESTYLE MANAGEMENT INC | PRIME PROPERTIES INVASTORS LLC | PRIME PROPERTIES INVESTORS LLC | PRIMER PROPERTIES INVESTOR LLC
PO BOX 37136 PR USA 00937 0136,7,1318400,3,EMPRESAS ZEPAL INC | EMPRESAS ZEPOL INC | VIMAR REALTY INC
AVE PONCE DE LEON SUITE 900 PR PR 00917,7,6595000,2,CIG DEVELOPMENT LLC | CIG DEVOLOPMENT LLC
PO BOX 2317 PR 00694 2317,7,1029200,3,JA RENTAL DEV LLC | JA RENTAL SERVICE DEV LLC | JA SERVICE CONSTRUCTION CORP
PO BOX 10225 CAPARRA HEIGH STA PR PUERTO RICO 00922,7,5353000,3,H A D REALTY SE | HAD REALTY S E | HAD REALTY SE
1480 CALLE SAN RAFAEL PR PUERTO RICO 00909 2659,7,2683000,3,LPZ INVESTMENT | LPZ INVESTMENT LLC | LPZ INVESTMENTS LLC
CENTRO INTERNACIONAL DE MERCADEO TORRE I SUITE 508 PR PUERTO RICO 00968 8052,7,18591771,2,BMC REALTY I LLC | PARKMEDIA METRO LLC
PO BOX 1106 PR 00674 1106,7,5380000,6,PLAZA DEL NORTE MALL AND PARKING SYSTEM INC | PUERTA DEL MONTE MALL AND PARKING SYSTEM LLC | PUERTA DEL NORTE MALL AND PARKING SYSTEM INC | PUERTA DEL NORTE MALL AND PARKING SYSTEM LLC | PUERTA DEL NORTE MALL PARKING SYSTEM LLC | PUERTO DEL NORTE MALLAND PARKING SYSTEMS LLC
PO BOX 16760 PR 00908 6760,7,7739300,2,AMRAPUR INC | R M W DEVELOPERS LLC
PO BOX 749 PR 00627 0749,7,1630000,2,AM PROPERTY MANAGEMENT LLC | OSP CONSORTIUM LLC
PO BOX 11675 PR PUERTO RICO 00922 1675,7,37413450,2,MAX DE DIEGO LLC | MAX DE DIGO LLC
MIRAMAR PLAZA 954 AVE PONCE DE LEON STE 400 PR PUERTO RICO 00907 3647,7,761740,2,MIRAMAR PLAZA INC | MIRAMAR PLAZA LLC
COLLINS AVENUE 5151 PR PUERTO RICO 33140,7,2631443,2,MR SAN PABLO LLC | SAN PABLO LLC
PO BOX 9022753 PR PUERTO RICO 00902 2753,7,2938000,3,AL ASSOC INC | AL ASSOCIATES INC | GRUPO MAR INC
STE 201 875 CARR 693 PR UNITED STATES 00646 6711,7,2990000,4,LEXIE HOLDIN LLC | LEXIE HOLDING | LEXIE HOLDINGS | LEXIE HOLDINGS LLC
PO BOX 60401 PMB 149 PR ESTADOS UNIDOS 00690,7,2210000,2,ISABELA TOURISM 1 LLC | QUEBRADILLAS TOURISM 1 LLC
URB SABANERA DORADO 276 CAMINO DEL ALMACIGO PR 00646 3611,6,1905000,2,SKY INMOBILIARIA LLC | SKYINMOBILIARIA LLC
PO BOX 8106 PR PUERTO RICO 00910,6,1696700,2,LAS ANAS LLC | LAS ANAS PR LLC
URB MONTE CLARO MQ43 PASEO DEL PARQUE PR 00961 3579,6,4425000,2,ANTILLES GAS OIL CORP | ANTILLES GAS OIL CORPORATION
832 URB PARAISO DE COAMO PR 00769,6,2118500,2,IP INVESTMENT GROUP | IP INVESTMENT GROUP LLC
PO BOX 10369 PR 00732 0369,6,1750000,4,MARLO INVESMENTS LLC | MARLO INVESTMENT LLC | MARLO INVESTMENT TS LLC | MARLO INVESTMENTS LLC
PO BOX 1155 SALINAS PR 00751 PR USA 00751,6,1179001,2,FELICIANO REALTY LLC | FRANCISCO REALTY LLC
PO BOX 4216 PR 00984 4216,6,2742071,2,A R PORTAL INC | AR PORTAL INC
2037 BOULEVARD LUIS A FERRE PR ESTADOS UNIDOS 00717 4231,6,1047000,3,HENRY M OTORS INC | HENRY MORTOR INC | HENRY MOTORS INC
PO BOX 4100 PR 00958 1100,6,1395000,3,INVERSION AJC INC | INVERSIONES AJC | INVERSIONES AJC INC
PO BOX 485 PR 00667 0485,6,600000671429,2,AG FARMS LLC | AG FM FARMS LLC
PO BOX 1230 PR ESTADOS UNIDOS 00681 1230,6,1137500,2,ROMAN CELLO FARM LLC | YOLO MOTORSPORTS LLC
PO BOX 788 PR 00623 0788,6,620000,3,HACIENDA LOS PABLOS ZOO CORP | LOS PABLO LLC | LOS PABLOS LLC
PO BOX 363707 PR ESTADOS UNIDOS 00936 3707,6,15905000,2,MEVIPE CORP | MEVIPE CORPORATION
STE 210 300 DELAWARE AVE DE ESTADOS UNIDOS 19801 6601,6,31376274,2,ETC US 1 ESMERALDA LLC | ETC US ESMERALDA LLC
PO BOX 2833 PR PUERTO RICO 00960,6,1014000,3,ITO INVESTMENT | ITO INVESTMENT CORP | ITO INVESTMENTS CORP
PMB 263 35 CALLE JUAN C BORBON SUITE 6 PR 00956,6,2966040,3,ZUQUI DE PR INC | ZUQUI DE PUERTO RICO INC | ZUQUIDE PR INC
HC 4 BOX 22033 PR 00795 9611,6,306000,4,REDROC APARMENTS LLC | REDROC APARTMENT LLC | REDROC APARTMENTS LLC | REDROC APT LLC
PO BOX 70320 PR PUERTO RICO 00936 8320,6,8035000,2,PARAPIEZAS CORP | PARAPIEZAS CORPORATION
PO BOX 51522 PR 00950 1522,6,2130000,2,CONFORMATIC CORP | CONFORMATIE CORP
B 7 CALLE EURB LAS FLORES B7 CALLE E PR PUERTO RICO 00693,6,3835725,2,BANCO POPULAR DE PR | BANCO POPULAR DE PUERTO RICO
EDIF CENTRO CARIBE PONCE BY PASS 2053 SUITE 207 PR PR 00717,6,639600,4,LEGACY MANAGEMENT INVESTMENT LLC | LEGACY MANAGEMENT INVESTMENTS LLC | LEGACY MANAGMENT INVESTMENT LLC | LEGANCY MANEGMENT AND INVESTMENTS LLC
URB SAN PATRICIO 17 AVE M RIVERA FERREL PR PUERTO RICO 00966,6,9365500,2,ROQUE A RIVERA INC | ROQUE RIVERA INC
PO BOX 7814 PR PUERTO RICO 00732,6,750851,2,F H T RENTAL INC | FHT RENTAL INC
DIVISION DE BIENES RAICES 716 PO BOX 362708 PR PUERTO RICO 00936,6,299350,3,BANCO POPULAR | BANCO POPULAR DE PR | POPULAR FINANCE INC
51 CALLE PALMA PR 00612 4582,6,1301625,3,AM PROPERTIES LLC | AM PROPIERTIE LLC | AM PROPIERTY LLC
8131 CALLE CONCORDIA STE 101 PR PUERTO RICO 00717,6,1051655,4,MARKEL PR INV LLC | MARKEL PR INVESMENT LLC | MARKEL PR INVESMENTS LLC | MARKEL PR INVESTMENT
PO BOX 8970 PO BOX 8970 PR PUERTO RICO 00732 8970,6,2339982,2,CIRACET CORP | CIRACET CORPORATION
PO BOX 195096 PR ESTADOS UNIDOS 00919 5096,6,250781375,4,MORRO INVESMENT GRUUP INC | MORRO INVESTMENT CO | MORRO INVESTMENT GRO | MORRO INVESTMENT GROUP CO INC
60 CALLE MAYOR PR PUERTO RICO 00730,6,755000,4,MORALES LEON INC | MORALES Y LE N INC | MORALES Y LEON INC | MORALEZ Y LEON INC
PO BOX 364206 PR 00936 4206,6,7684500,2,OLSEN REALTY LLC | OLSENREALTY LLC
PO BOX 781 PR 00660 0781,6,3158245,4,BOQUERON BAYSIDE INC | JENNYMAR CORP | JENNYMAR CORPORATION | SOLYMAR INC
PO BOX 968 PR ESTADOS UNIDOS 00605 0968,6,2373000,2,PEREZ FERRARI REALTY | PEREZ FERRARI REALTY LLC
PO BOX 38 PR ESTADOS UNIDOS 00659,6,2079900,2,GARFOR CORP | GARFOR CORPORATION
PO BOX 1650 PR 00739 1650,6,9695000,2,HOSPITAL MENONITA DE PONCE INC | HOSPITAL MENONITA PONCE INC
STE 204 954 AVE PONCE DE LEON PR 00907 3601,6,2796440,4,305 TETUAN DEV LLC | RAD MAN BP 26 LLC | RAD MANBP25 LLC | RGR LAKE OZ LLC
33 CALLE BOLIVIA STE 7 A PR 00917 2000,6,1235157,2,BOSCO CREDEIT X LLC | BOSCO CREDIT X LLC
656 AVE PONCE DE LEON PR USA 00918 4521,6,1705000,2,ANESTESIA AL DIA INC | ANESTESIA AL DIA LLC
612 CALLE ALDEBARAN PR 00920 4226,6,473440,2,FLAMBO GROUP | FLAMBO GROUP LLC
