tract_geoid,zcta,share_of_tract_land,is_dominant_zcta,arealand_part,areawater_part,arealand_tract
72137121001,00952,0.0636,False,51481,0,810002
72137121002,00949,0.9528,True,718800,16545,754432
72137121002,00952,0.0472,False,35632,0,754432
72137121200,00949,0.0306,False,27273,0,890872
72137121200,00952,0.9694,True,863599,0,890872
72137121400,00949,0.9626,True,4148428,314858,4309761
72137121400,00952,0.0374,False,161333,0,4309761
72137121701,00949,0.6324,True,4422305,534,6992953
72137121701,00952,0.3676,False,2570648,0,6992953
72137121702,00949,1.0,True,9363582,115935,9363582
72137121801,00949,1.0,True,3732129,5814,3732129
72137121802,00949,1.0,True,5330401,1361,5330401
72137121900,00949,0.9535,True,1125075,0,1179895
72137121900,00959,0.0465,False,54820,0,1179895
72137122001,00949,0.9058,True,1778736,0,1963674
72137122001,00953,0.0942,False,184938,0,1963674
72137122002,00949,0.8568,True,1924288,1771,2245798
72137122002,00953,0.1432,False,321510,1138,2245798
72137122100,00949,1.0,True,2962875,32785,2962875
72137122201,00949,1.0,True,969865,0,969865
72137122202,00949,1.0,True,691521,0,691521
72137122400,00949,0.6887,True,6136855,28808,8911098
72137122400,00951,0.3113,False,2774243,87331,8911098
72137122500,00949,1.0,True,1418669,37787,1418669
72137122600,00949,0.007,False,14555,0,2074464
72137122600,00952,0.993,True,2059909,0,2074464
72137990000,,,False,0,42290782,0
72137990000,00949,,True,0,300479,0
72139060102,00976,1.0,True,1324583,1274,1324583
72139060103,00976,1.0,True,1093515,2696,1093515
72139060104,00976,0.9726,True,3255576,65046,3347287
72139060104,00987,0.0274,False,91711,0,3347287
72139060212,00926,0.1458,False,136605,0,936937
72139060212,00976,0.8542,True,800332,11465,936937
72139060213,00926,0.3442,False,300709,0,873603
72139060213,00976,0.6558,True,572894,0,873603
72139060222,00976,1.0,True,799088,0,799088
72139060223,00926,0.1693,False,281250,24520,1660820
72139060223,00976,0.8307,True,1379570,45484,1660820
72139060224,00976,1.0,True,854190,0,854190
72139060225,00976,1.0,True,1102227,0,1102227
72139060226,00976,1.0,True,234261,0,234261
72139060301,00926,0.5083,True,1716985,1769,3378191
72139060301,00976,0.4917,False,1661206,35961,3378191
72139060302,00725,0.1727,False,1496082,778497,8664959
72139060302,00926,0.8068,True,6990933,0,8664959
72139060302,00976,0.0205,False,177944,58230,8664959
72139060401,00976,1.0,True,6184918,414859,6184918
72139060403,00976,0.999,True,4896872,9309,4901792
72139060403,00987,0.001,False,4920,0,4901792
72139060404,00976,1.0,True,2126683,157724,2126683
72139060501,00976,1.0,True,7074519,0,7074519
72139060502,00976,0.9989,True,9195576,8498,9205828
72139060502,00987,0.0011,False,10252,0,9205828
72141956900,00641,0.4796,True,34434575,2330808,71801114
72141956900,00650,0.4763,False,34197145,524575,71801114
72141956900,00664,0.0441,False,3169394,0,71801114
72141957000,00641,1.0,True,46420861,687472,46420861
72141957100,00611,0.3614,False,27570859,3631,76299500
72141957100,00641,0.5563,True,42444412,86316,76299500
72141957100,00669,0.0824,False,6284229,0,76299500
72141957200,00641,1.0,True,44350195,0,44350195
72141957300,00641,1.0,True,2546418,89538,2546418
72141957400,00641,1.0,True,2537277,1360,2537277
72141957500,00641,1.0,True,2530544,31330,2530544
72141957600,00601,0.0434,False,2066227,0,47559486
72141957600,00641,0.8938,True,42508007,226970,47559486
72141957600,00664,0.0628,False,2985252,227,47559486
72143550101,00692,1.0,True,3008243,1691367,3008243
72143550102,00692,1.0,True,2175756,11111,2175756
72143550103,00692,0.9988,True,8584958,283728,8595226
72143550103,00693,0.0012,False,10268,0,8595226
72143550200,00692,0.8585,True,9990276,4898,11636892
72143550200,00693,0.1415,False,1646616,4280,11636892
72143550300,00692,1.0,True,25388411,0,25388411
72143550400,00692,1.0,True,2053314,0,2053314
72143550500,00646,0.0389,False,124571,0,3205907
72143550500,00692,0.9611,True,3081336,0,3205907
72143550601,00692,1.0,True,11642996,5340,11642996
72143550602,00646,0.348,False,1429944,3263,4109565
72143550602,00692,0.652,True,2679621,740,4109565
72143990000,,,False,0,23302873,0
72145560100,,0.2565,False,2907827,1903114,11334356
72145560100,00693,0.7435,True,8426529,143522,11334356
72145560201,00693,1.0,True,2259392,2198862,2259392
72145560204,,0.0001,False,664,0,12950419
72145560204,00693,0.8401,True,10879972,2010700,12950419
72145560204,00694,0.1598,False,2069783,1957115,12950419
72145560300,00693,1.0,True,13204653,79939,13204653
72145560401,00693,1.0,True,2713163,677844,2713163
72145560402,00693,1.0,True,3615654,7904,3615654
72145560500,00693,1.0,True,669991,0,669991
72145560600,00692,0.009,False,103912,0,11556831
72145560600,00693,0.991,True,11452919,102351,11556831
72145560701,00693,1.0,True,3205663,0,3205663
72145560702,00693,1.0,True,11106445,44973,11106445
72145560801,00674,0.1531,False,620873,0,4054351
72145560801,00693,0.8469,True,3433478,0,4054351
72145560802,00693,1.0,True,9698680,0,9698680
72145560900,00693,1.0,True,32375482,69518,32375482
72145990000,,,False,0,48631749,0
72147950500,,0.1372,False,9149156,15647125,66670026
72147950500,00765,0.8628,True,57520870,10849664,66670026
72147950600,00765,1.0,True,64871363,30513575,64871363
72147990000,,,False,0,495182457,0
72149720100,00766,1.0,True,47755557,2660914,47755557
72149720300,00766,1.0,True,11776678,367291,11776678
72149720400,00766,1.0,True,868239,0,868239
72149720502,00766,1.0,True,8877431,587817,8877431
72149720503,00766,1.0,True,11269940,6618,11269940
72149720504,00766,1.0,True,11750724,0,11750724
72151950601,00767,0.9303,True,14103445,12149,15159617
72151950601,00791,0.0697,False,1056172,0,15159617
72151950602,00767,1.0,True,11145282,2729692,11145282
72151950700,00767,1.0,True,41632927,0,41632927
72151950800,00767,1.0,True,8941021,0,8941021
72151950900,00767,1.0,True,25339392,0,25339392
72151951000,00767,1.0,True,1188701,0,1188701
72151951100,00767,1.0,True,1304833,278,1304833
72151951200,00767,1.0,True,12437587,0,12437587
72151951300,00767,1.0,True,25855828,4062827,25855828
72151990000,,,False,0,65787569,0
72153750101,00656,0.038,False,1980793,0,52064707
72153750101,00698,0.962,True,50083914,28889,52064707
72153750102,00656,0.0529,False,1246192,0,23569181
72153750102,00698,0.9471,True,22322989,14373,23569181
72153750201,00606,0.2696,False,13398841,0,49692184
72153750201,00698,0.7304,True,36293343,1273589,49692184
72153750202,00698,1.0,True,11189306,41879,11189306
72153750300,00698,1.0,True,1917208,0,1917208
72153750400,00698,1.0,True,2623275,7096,2623275
72153750501,00698,1.0,True,1820185,0,1820185
72153750502,00698,1.0,True,689931,0,689931
72153750503,00698,1.0,True,3298433,1952,3298433
72153750601,00698,1.0,True,10985103,4527,10985103
72153750602,00698,1.0,True,17522417,252953,17522417
